"","dead","Number"
"565",0,35
"566",0,35
"567",0,35
"568",0,35
"569",0,35
"570",0,35
"571",0,35
"572",0,35
"573",0,35
"574",0,35
"575",0,35
"576",0,35
"577",0,35
"578",0,35
"579",0,35
"580",0,35
"581",0,35
"582",0,35
"583",0,35
"584",0,36
"585",0,36
"586",0,36
"587",0,36
"588",0,36
"589",0,36
"590",0,36
"591",0,36
"592",0,36
"593",0,36
"594",0,36
"595",0,36
"596",0,37
"597",0,37
"598",0,37
"599",0,37
"600",0,37
"601",0,37
"602",0,37
"603",0,37
"604",0,37
"605",0,37
"606",0,37
"607",0,37
"608",0,37
"609",0,37
"610",0,37
"611",0,37
"612",0,37
"613",0,37
"614",0,37
"615",0,37
"616",0,37
"617",0,37
"618",0,37
"619",0,37
"620",0,38
"621",0,38
"622",0,38
"623",0,38
"624",0,38
"625",0,38
"626",0,38
"627",0,38
"628",0,38
"629",0,38
"630",0,39
"631",0,39
"632",0,39
"633",0,39
"634",0,39
"635",0,39
"636",0,39
"637",0,39
"638",0,39
"639",0,39
"640",0,39
"641",0,40
"642",0,41
"643",0,41
"644",0,41
"645",0,41
"646",0,41
"647",0,41
"648",0,41
"649",0,41
"650",0,41
"651",0,41
"652",0,41
"653",0,41
"654",0,41
"655",0,41
"656",0,41
"657",0,41
"658",0,42
"659",0,42
"660",0,42
"661",0,42
"662",0,42
"663",0,42
"664",0,42
"665",0,43
"666",0,43
"667",0,43
"668",0,43
"669",0,43
"670",0,43
"671",0,43
"672",0,43
"673",0,43
"674",0,43
"675",0,43
"676",0,43
"677",0,43
"678",0,43
"679",0,43
"680",0,43
"681",0,43
"682",0,43
"683",0,43
"684",0,44
"685",0,44
"686",0,44
"687",0,44
"688",0,44
"689",0,44
"690",0,44
"691",0,44
"692",0,44
"693",0,44
"694",0,44
"695",0,44
"696",0,44
"697",0,44
"698",0,44
"699",0,44
"700",0,44
"701",0,44
"702",0,44
"703",0,44
"704",0,44
"705",0,44
"706",0,44
"707",0,44
"708",0,44
"709",0,44
"710",0,44
"711",0,44
"712",0,44
"713",0,44
"714",0,44
"715",0,45
"716",0,45
"717",0,45
"718",0,45
"719",0,45
"720",0,46
"721",0,46
"722",0,46
"723",0,46
"724",0,46
"725",0,46
"726",0,46
"727",0,46
"728",0,46
"729",0,46
"730",0,46
"731",0,46
"732",0,46
"733",0,46
"734",0,46
"735",0,46
"736",0,46
"737",0,46
"738",0,46
"739",0,46
"740",0,46
"741",0,46
"742",0,46
"743",0,46
"744",0,46
"745",0,46
"746",0,46
"747",0,46
"748",0,47
"749",0,47
"750",0,47
"751",0,47
"752",0,47
"753",0,47
"754",0,47
"755",0,47
"756",0,48
"757",0,48
"758",0,48
"759",0,48
"760",0,48
"761",0,48
"762",0,48
"763",0,48
"764",0,48
"765",0,48
"766",0,48
"767",0,48
"768",0,48
"769",0,48
"770",0,48
"771",0,48
"772",0,48
"773",0,48
"774",0,48
"775",0,48
"776",0,48
"777",0,48
"778",0,48
"779",0,48
"780",0,48
"781",0,48
"782",0,48
"783",0,48
"784",0,48
"785",0,48
"786",0,48
"787",0,49
"788",0,49
"789",0,49
"790",0,49
"791",0,50
"792",0,50
"793",0,50
"794",0,50
"795",0,50
"796",0,51
"797",0,51
"798",0,52
"799",0,52
"800",0,52
"801",0,52
"802",0,52
"803",0,52
"804",0,52
"805",0,52
"806",0,52
"807",0,52
"808",0,52
"809",0,52
"810",0,52
"811",0,52
"812",0,52
"813",0,52
"814",0,52
"815",0,52
"816",0,53
"817",0,53
"818",0,53
"819",0,53
"820",0,53
"821",0,53
"822",0,53
"823",0,53
"824",0,53
"825",0,53
"826",0,53
"827",0,53
"828",0,53
"829",0,53
"830",0,53
"831",0,53
"832",0,53
"833",0,53
"834",0,53
"835",0,53
"836",0,53
"837",0,53
"838",0,53
"839",0,53
"840",0,53
"841",0,53
"842",0,53
"843",0,53
"844",0,53
"845",0,53
"846",0,53
"847",0,53
"848",0,53
"849",0,53
"850",0,53
"851",0,53
"852",0,53
"853",0,53
"854",0,53
"855",0,53
"856",0,53
"857",0,53
"858",0,53
"859",0,54
"860",0,54
"861",0,54
"862",0,54
"863",0,54
"864",0,54
"865",0,55
"866",0,55
"867",0,55
"868",0,55
"869",0,55
"870",0,55
"871",0,55
"872",0,56
"873",0,56
"874",0,56
"875",0,56
"876",0,56
"877",0,56
"878",0,56
"879",0,56
"880",0,56
"881",0,56
"882",0,57
"883",0,57
"884",0,57
"885",0,57
"886",0,57
"887",0,57
"888",0,57
"889",0,57
"890",0,57
"891",0,57
"892",0,57
"893",0,57
"894",0,57
"895",0,57
"896",0,57
"897",0,57
"898",0,57
"899",0,57
"900",0,57
"901",0,57
"902",0,57
"903",0,57
"904",0,57
"905",0,57
"906",0,57
"907",0,57
"908",0,58
"909",0,59
"910",0,59
"911",0,59
"912",0,59
"913",0,59
"914",0,59
"915",0,59
"916",0,59
"917",0,59
"918",0,59
"919",0,59
"920",0,59
"921",0,59
"922",0,59
"923",0,59
"924",0,59
"925",0,59
"926",0,59
"927",0,59
"928",0,59
"929",0,59
"930",0,60
"931",0,60
"932",0,60
"933",0,60
"934",0,60
"935",0,60
"936",0,60
"937",0,60
"938",0,60
"939",0,60
"940",0,60
"941",0,60
"942",0,60
"943",0,60
"944",0,60
"945",0,60
"946",0,60
"947",0,60
